data_hora,medicamento,localizacao,farmacia,titulo,preco,preco_numero,categoria_preco,link,relevante,preco_maximo,alerta
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,Vitamina C bwell 1g - 30 comprimidos,"R$ 25,49",25.49,medio,https://www.drogasil.com.br/bwell-vitamina-c-1g-30-comprimidos-999314.html?origin=search,1.0,,
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,Extrato de Própolis + Vitamina C e Minerais Natz 60 Cápsulas,"R$ 46,99",46.99,medio,https://www.drogasil.com.br/natz-propolis-vitaminas-c-zinco-e-selenio-60-capsulas.html?origin=search,0.0,,
2026-06-08 10:59:21,vitamina c,Zumbi Manaus,Drogasil,Vitamina C bwell Tripla Ação 30 Comprimidos Efervescentes,"R$ 25,89",25.89,medio,https://www.drogasil.com.br/bwell-vitamina-c-tripla-acao-30-comprimidos-efeverscentes-954327.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesulida 50mg/ml Gotas 15ml Neo Química Genérico,"R$ 25,89",25.89,medio,https://www.drogasil.com.br/nimesulida-neoquimica-genericos-50mg-15ml.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesilam Nimesulida 100mg 12 comprimidos,"R$ 25,69",25.69,medio,https://www.drogasil.com.br/nimesilam-100-mg-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Cimelide Nimesulida 50mg/ml Suspensão Oral 15ml,"R$ 25,69",25.69,medio,https://www.drogasil.com.br/cimelide-50mg-ml-suspensao-oral-15ml.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesulida 100mg 12 comprimidos Eurofarma Genérico,"R$ 6,85",6.85,baixo,https://www.drogasil.com.br/nimesulida-100-mg-eurofarma-generico-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesulida 100mg 12 comprimidos Cimed Genérico,"R$ 8,59",8.59,baixo,https://www.drogasil.com.br/nimesulida-100-mg-cimed-generico-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesulida 100mg 12 comprimidos EMS Genérico,"R$ 9,59",9.59,baixo,https://www.drogasil.com.br/nimesulida-100-mg-ems-generico-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesulida 100mg 12 comprimidos Neo Química Genérico,"R$ 5,99",5.99,baixo,https://www.drogasil.com.br/nimesulida-100mg-neo-quimica-generico-12-comprimidos-revestidos.html?origin=search,1.0,,
